price,name,image,url,description,brand,rating,rating_count,rating_best,categories,health_consideration,animal_type,animal_lifestage,animal_size,size_value,size_unit,size_merged
38.99,Royal Canin® Sensitive Digestion Dry Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5336293,https://www.petsmart.ca/cat/food-and-treats/dry-food/royal-canin-sensitive-digestion-dry-cat-food-5336293.html,Royal Canin&reg; Sensitive Digestion Dry Cat Food,Royal Canin,4.6894,235,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
28.99,"Merrick® Purrfect Bistro® Adult Dry Cat Food - Chicken, Grain Free, No Artificial Flavors",https://s7d2.scene7.com/is/image/PetSmart/5325385,https://www.petsmart.ca/cat/food-and-treats/dry-food/merrick-purrfect-bistro-adult-dry-cat-food---chicken-grain-free-no-artificial-flavors-5325385.html,"Merrick&reg; Purrfect Bistro&reg; Adult Dry Cat Food - Chicken, Grain Free, No Artificial Flavors",Merrick,4.0,41,5,Food &amp; Treats|Dry Food|,,cat,,,4.0,Lb,4 Lb
38.99,Royal Canin Indoor Senior Dry Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5336295,https://www.petsmart.ca/cat/food-and-treats/dry-food/royal-canin-indoor-senior-dry-cat-food-5336295.html,Royal Canin Indoor Senior Dry Cat Food,Royal Canin,4.4,70,5,Food &amp; Treats|Dry Food|,,cat,,,2.5,Lb,2.5 Lb
22.99,"Purina Pro Plan Kitten Food Starter Pack - Chicken, Liver, Ocean Whitefish &amp; Tuna",https://s7d2.scene7.com/is/image/PetSmart/5322424,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-kitten-food-starter-pack---chicken-liver-ocean-whitefish-and-tuna-5322424.html,"Purina Pro Plan Kitten Food Starter Pack - Chicken, Liver, Ocean Whitefish &amp; Tuna",Purina Pro Plan,5.0,9,5,Food &amp; Treats|Dry Food|,,cat,,,2.65,Lb,2.65 Lb
68.99,"Tiki Cat Born Carnivore All Life Stages Cat Dry Food - Grain Free, Herring and Salmon",https://s7d2.scene7.com/is/image/PetSmart/5322930,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-all-life-stages-cat-dry-food---grain-free-herring-and-salmon-5322930.html,"Tiki Cat Born Carnivore All Life Stages Cat Dry Food - Grain Free, Herring and Salmon",Tiki Cat,5.0,2,5,Food &amp; Treats|Dry Food|,,cat,,,11.1,Lb,11.1 Lb
38.99,"Wellness Complete Health Kitten Dry Cat Food - Chicken, With Grain, Natural",https://s7d2.scene7.com/is/image/PetSmart/5322808,https://www.petsmart.ca/cat/food-and-treats/dry-food/wellness-complete-health-kitten-dry-cat-food---chicken-with-grain-natural-5322808.html,"Wellness Complete Health Kitten Dry Cat Food - Chicken, With Grain, Natural",Wellness,4.44,250,5,Food &amp; Treats|Dry Food|,,cat,,,5.0,Lb,5 Lb
18.29,"Simply Nourish® Original Indoor Kitten Cat Dry Food - Salmon, Natural, With-Grain",https://s7d2.scene7.com/is/image/PetSmart/5319630,https://www.petsmart.ca/cat/food-and-treats/dry-food/simply-nourish-original-indoor-kitten-cat-dry-food---salmon-natural-with-grain-5319630.html,"Simply Nourish&reg; Original Indoor Kitten Cat Dry Food - Salmon, Natural, With-Grain",Simply Nourish,4.5192,52,5,Food &amp; Treats|Dry Food|,,cat,,,3.0,Lb,3 Lb
62.99,"Tiki Cat® Born Carnivore® for Cats &amp; Kittens Food - Herring &amp; Salmon, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5325335,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-for-cats-and-kittens-food---herring-and-salmon-non-gmo-5325335.html,"Tiki Cat&reg; Born Carnivore&reg; for Cats &amp; Kittens Food - Herring &amp; Salmon, Non-GMO",Tiki Cat,4.0357,28,5,Food &amp; Treats|Dry Food|,,cat,,,5.6,lb,5.6 lb
16.14,Purina Beyond Kitten Chicken and Oatmeal Recipe Dry Kitten Food,https://s7d2.scene7.com/is/image/PetSmart/5326589,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-beyond-kitten-chicken-and-oatmeal-recipe-dry-kitten-food-5326589.html,Purina Beyond Kitten Chicken and Oatmeal Recipe Dry Kitten Food,Beyond,4.6593,135,5,Food &amp; Treats|Dry Food|,,cat,,,,,One Size
27.19,"Purina Beyond Simply Adult Dry Cat Food - Grain Free Salmon, Egg &amp; Sweet Potato",https://s7d2.scene7.com/is/image/PetSmart/5326582,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-beyond-simply-adult-dry-cat-food---grain-free-salmon-egg-and-sweet-potato-5326582.html,"Purina Beyond Simply Adult Dry Cat Food - Grain Free Salmon, Egg &amp; Sweet Potato",Beyond,4.8193,166,5,Food &amp; Treats|Dry Food|,,cat,,,,,One Size
21.24,Purine ONE Sensitive Systems Dry Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5326588,https://www.petsmart.ca/cat/food-and-treats/dry-food/purine-one-sensitive-systems-dry-cat-food-5326588.html,Purine ONE Sensitive Systems Dry Cat Food,Purina ONE,4.6776,335,5,Food &amp; Treats|Dry Food|,,cat,,,,,One Size
10.99,Whiskas Dry Cat Food Meaty Selections,https://s7d2.scene7.com/is/image/PetSmart/5327594,https://www.petsmart.ca/cat/food-and-treats/dry-food/whiskas-dry-cat-food-meaty-selections-5327594.html,Whiskas Dry Cat Food Meaty Selections,Whiskas,4.7193,57,5,Food &amp; Treats|Dry Food|,,cat,,,,,One Size
40.99,IAMS&amp;trade; Proactive Health Indoor Adult Dry Cat Food - Salmon,https://s7d2.scene7.com/is/image/PetSmart/5325807,https://www.petsmart.ca/cat/food-and-treats/dry-food/iamsandtrade-proactive-health-indoor-adult-dry-cat-food---salmon-5325807.html,IAMS&amp;trade; Proactive Health Indoor Adult Dry Cat Food - Salmon,Iams,4.6702,94,5,Food &amp; Treats|Dry Food|,,cat,,,16.0,Lb,16 Lb
69.99,Royal Canin Urinary Care Adult Cat Dry Food,https://s7d2.scene7.com/is/image/PetSmart/5325799,https://www.petsmart.ca/cat/food-and-treats/dry-food/royal-canin-urinary-care-adult-cat-dry-food-5325799.html,Royal Canin Urinary Care Adult Cat Dry Food,Royal Canin,4.3469,49,5,Food &amp; Treats|Dry Food|,,cat,,,6.0,Lb,6 Lb
69.99,Royal Canin Feline Care Nutrition Oral Care Dry Food,https://s7d2.scene7.com/is/image/PetSmart/5325798,https://www.petsmart.ca/cat/food-and-treats/dry-food/royal-canin-feline-care-nutrition-oral-care-dry-food-5325798.html,Royal Canin Feline Care Nutrition Oral Care Dry Food,Royal Canin,4.3704,54,5,Food &amp; Treats|Dry Food|,,cat,,,6.0,Lb,6 Lb
19.99,WHISKAS® Indoor Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5173341,https://www.petsmart.ca/cat/food-and-treats/dry-food/whiskas-indoor-cat-food-5173341.html,WHISKAS&reg; Indoor Cat Food,Whiskas,4.2273,22,5,Food &amp; Treats|Dry Food|,,cat,,,6.6,Lb,6.6 Lb
19.99,WHISKAS® Meaty Selections Cat Food,https://s7d2.scene7.com/is/image/PetSmart/1221735,https://www.petsmart.ca/cat/food-and-treats/dry-food/whiskas-meaty-selections-cat-food-1221735.html,WHISKAS&reg; Meaty Selections Cat Food,Whiskas,4.6667,96,5,Food &amp; Treats|Dry Food|,,cat,,,4.0,kg,4 kg
10.99,WHISKAS® Kitten Food,https://s7d2.scene7.com/is/image/PetSmart/5103796,https://www.petsmart.ca/cat/food-and-treats/dry-food/whiskas-kitten-food-5103796.html,WHISKAS&reg; Kitten Food,Whiskas,4.4773,44,5,Food &amp; Treats|Dry Food|,,cat,,,1.5,kg,1.5 kg
19.99,WHISKAS® Seafood Selections Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5079067,https://www.petsmart.ca/cat/food-and-treats/dry-food/whiskas-seafood-selections-cat-food-5079067.html,WHISKAS&reg; Seafood Selections Cat Food,Whiskas,4.3103,29,5,Food &amp; Treats|Dry Food|,,cat,,,8.8,Lb,8.8 Lb
29.99,Purina Pro Plan LiveClear Kitten Dry Cat Food - Chicken &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5306186,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-liveclear-kitten-dry-cat-food---chicken-and-rice-5306186.html,Purina Pro Plan LiveClear Kitten Dry Cat Food - Chicken &amp; Rice,Purina Pro Plan,4.4651,86,5,Food &amp; Treats|Dry Food|,,cat,,,3.2,Lb,3.2 Lb
24.99,"Authority® Sensitive Stomach &amp; Skin Cat Dry Food - Turkey &amp; Rice, With-Grain",https://s7d2.scene7.com/is/image/PetSmart/5309310,https://www.petsmart.ca/cat/food-and-treats/dry-food/authority-sensitive-stomach-and-skin-cat-dry-food---turkey-and-rice-with-grain-5309310.html,"Authority&reg; Sensitive Stomach &amp; Skin Cat Dry Food - Turkey &amp; Rice, With-Grain",Authority,4.6095,169,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
24.99,"Authority® Gut Health Cat Dry Food - Salmon &amp; Rice, With-Grain",https://s7d2.scene7.com/is/image/PetSmart/5309307,https://www.petsmart.ca/cat/food-and-treats/dry-food/authority-gut-health-cat-dry-food---salmon-and-rice-with-grain-5309307.html,"Authority&reg; Gut Health Cat Dry Food - Salmon &amp; Rice, With-Grain",Authority,4.2159,88,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
39.99,"Authority® Sensitive Stomach &amp; Skin Cat Dry Food - Ocean Whitefish &amp; Rice, With-Grain",https://s7d2.scene7.com/is/image/PetSmart/5309313,https://www.petsmart.ca/cat/food-and-treats/dry-food/authority-sensitive-stomach-and-skin-cat-dry-food---ocean-whitefish-and-rice-with-grain-5309313.html,"Authority&reg; Sensitive Stomach &amp; Skin Cat Dry Food - Ocean Whitefish &amp; Rice, With-Grain",Authority,4.8095,63,5,Food &amp; Treats|Dry Food|,,cat,,,7.0,Lb,7 Lb
34.99,"Natural Balance Original Ultra Indoor Adult Cat Food - Grain Free, Chicken &amp; Salmon",https://s7d2.scene7.com/is/image/PetSmart/5308187,https://www.petsmart.ca/cat/food-and-treats/dry-food/natural-balance-original-ultra-indoor-adult-cat-food---grain-free-chicken-and-salmon-5308187.html,"Natural Balance Original Ultra Indoor Adult Cat Food - Grain Free, Chicken &amp; Salmon",Natural Balance,4.2222,18,5,Food &amp; Treats|Dry Food|,,cat,,,6.0,Lb,6 Lb
62.99,"Tiki Cat® Born Carnivore® for Cats &amp; Kittens Food - Chicken &amp; Herring &amp; Salmon, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5298837,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-for-cats-and-kittens-food---chicken-and-herring-and-salmon-non-gmo-5298837.html,"Tiki Cat&reg; Born Carnivore&reg; for Cats &amp; Kittens Food - Chicken &amp; Herring &amp; Salmon, Non-GMO",Tiki Cat,4.7,10,5,Food &amp; Treats|Dry Food|,,cat,,,5.6,lb,5.6 lb
29.99,Purina Pro Plan LiveClear Indoor Adult Dry Cat Food - Turkey,https://s7d2.scene7.com/is/image/PetSmart/5306177,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-liveclear-indoor-adult-dry-cat-food---turkey-5306177.html,Purina Pro Plan LiveClear Indoor Adult Dry Cat Food - Turkey,Purina Pro Plan,4.6687,160,5,Food &amp; Treats|Dry Food|,,cat,,,3.2,Lb,3.2 Lb
36.99,"Tiki Cat® Born Carnivore® Cat &amp; Kitten Food - Non-GMO, Chicken &amp; Egg",https://s7d2.scene7.com/is/image/PetSmart/5309105,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-cat-and-kitten-food---non-gmo-chicken-and-egg-5309105.html,"Tiki Cat&reg; Born Carnivore&reg; Cat &amp; Kitten Food - Non-GMO, Chicken &amp; Egg",Tiki Cat,4.4091,22,5,Food &amp; Treats|Dry Food|,,cat,,,2.8,Lb,2.8 Lb
41.99,Hill&#x27;s® Science Diet® Perfect Digestion Adult Dry Cat Food - Salmon,https://s7d2.scene7.com/is/image/PetSmart/5306195,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-perfect-digestion-adult-dry-cat-food---salmon-5306195.html,Hill's&reg; Science Diet&reg; Perfect Digestion Adult Dry Cat Food - Salmon,Hill's Science Diet,4.563,135,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
28.99,"Merrick® Purrfect Bistro® All Life Stages Dry Cat Food - Chicken, No Artificial Colors or Flavors",https://s7d2.scene7.com/is/image/PetSmart/5306708,https://www.petsmart.ca/cat/food-and-treats/dry-food/merrick-purrfect-bistro-all-life-stages-dry-cat-food---chicken-no-artificial-colors-or-flavors-5306708.html,"Merrick&reg; Purrfect Bistro&reg; All Life Stages Dry Cat Food - Chicken, No Artificial Colors or Flavors",Merrick,4.4524,84,5,Food &amp; Treats|Dry Food|,,cat,,,4.0,Lb,4 Lb
43.99,"Tiki Cat® Essentials Cat Food Non-GMO, Grain &amp; Potato Free, High Protein",https://s7d2.scene7.com/is/image/PetSmart/5308139,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-essentials-cat-food-non-gmo-grain-and-potato-free-high-protein-5308139.html,"Tiki Cat&reg; Essentials Cat Food Non-GMO, Grain &amp; Potato Free, High Protein",Tiki Cat,4.6538,26,5,Food &amp; Treats|Dry Food|,,cat,,,6.0,Lb,6 Lb
55.99,"Wellness® CORE® Adult Cat Food Natural, Digestive Health, Chicken and Rice",https://s7d2.scene7.com/is/image/PetSmart/5307217,https://www.petsmart.ca/cat/food-and-treats/dry-food/wellness-core-adult-cat-food-natural-digestive-health-chicken-and-rice-5307217.html,"Wellness&reg; CORE&reg; Adult Cat Food Natural, Digestive Health, Chicken and Rice",Wellness,3.3125,16,5,Food &amp; Treats|Dry Food|,,cat,,,11.0,Lb,11 Lb
28.99,"Merrick® Purrfect Bistro® All Life Stages Dry Cat Food - Salmon, No Artificial Colors or Flavors",https://s7d2.scene7.com/is/image/PetSmart/5306711,https://www.petsmart.ca/cat/food-and-treats/dry-food/merrick-purrfect-bistro-all-life-stages-dry-cat-food---salmon-no-artificial-colors-or-flavors-5306711.html,"Merrick&reg; Purrfect Bistro&reg; All Life Stages Dry Cat Food - Salmon, No Artificial Colors or Flavors",Merrick,4.4058,69,5,Food &amp; Treats|Dry Food|,,cat,,,4.0,Lb,4 Lb
41.99,Hill&#x27;s® Science Diet® Perfect Digestion Adult Senior 7+ Dry Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5306198,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-perfect-digestion-adult-senior-7%2B-dry-cat-food---chicken-5306198.html,Hill's&reg; Science Diet&reg; Perfect Digestion Adult Senior 7+ Dry Cat Food - Chicken,Hill's Science Diet,4.6089,179,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
55.99,"Wellness® CORE® Adult Cat Food Natural, Digestive Health, Salmon and Rice",https://s7d2.scene7.com/is/image/PetSmart/5307218,https://www.petsmart.ca/cat/food-and-treats/dry-food/wellness-core-adult-cat-food-natural-digestive-health-salmon-and-rice-5307218.html,"Wellness&reg; CORE&reg; Adult Cat Food Natural, Digestive Health, Salmon and Rice",Wellness,3.8125,48,5,Food &amp; Treats|Dry Food|,,cat,,,11.0,Lb,11 Lb
12.74,Purina ONE Healthy Weight Adult Cat Food -  Turkey,https://s7d2.scene7.com/is/image/PetSmart/5309544,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-healthy-weight-adult-cat-food----turkey-5309544.html,Purina ONE Healthy Weight Adult Cat Food -  Turkey,Purina ONE,4.7376,263,5,Food &amp; Treats|Dry Food|,,cat,,,1.8,kg,1.8 kg
26.99,Iams® ProActive Health Sensitive Digestion &amp; Skin Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5308975,https://www.petsmart.ca/cat/food-and-treats/dry-food/iams-proactive-health-sensitive-digestion-and-skin-adult-cat-food-5308975.html,Iams&reg; ProActive Health Sensitive Digestion &amp; Skin Adult Cat Food,Iams,5.0,6,5,Food &amp; Treats|Dry Food|,,cat,,,5.9,Lb,5.9 Lb
41.99,Hill&#x27;s® Science Diet® Perfect Digestion Adult Dry Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5303423,https://www.petsmart.ca/cat/food-and-treats/dry-food/hills-science-diet-perfect-digestion-adult-dry-cat-food---chicken-5303423.html,Hill's&reg; Science Diet&reg; Perfect Digestion Adult Dry Cat Food - Chicken,Hill's Science Diet,4.5434,173,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
23.49,"Simply Nourish® Original Kitten Cat Dry Food - Chicken &amp; Pea, Natural, Grain Free",https://s7d2.scene7.com/is/image/PetSmart/5296031,https://www.petsmart.ca/cat/food-and-treats/dry-food/simply-nourish-original-kitten-cat-dry-food---chicken-and-pea-natural-grain-free-5296031.html,"Simply Nourish&reg; Original Kitten Cat Dry Food - Chicken &amp; Pea, Natural, Grain Free",Simply Nourish,4.8333,36,5,Food &amp; Treats|Dry Food|,,cat,,,3.0,Lb,3 Lb
37.99,"Simply Nourish® Original Cat Dry Food - Chicken &amp; Pea, Natural, Grain Free",https://s7d2.scene7.com/is/image/PetSmart/5296030,https://www.petsmart.ca/cat/food-and-treats/dry-food/simply-nourish-original-cat-dry-food---chicken-and-pea-natural-grain-free-5296030.html,"Simply Nourish&reg; Original Cat Dry Food - Chicken &amp; Pea, Natural, Grain Free",Simply Nourish,4.587,92,5,Food &amp; Treats|Dry Food|,,cat,,,7.0,Lb,7 Lb
12.74,Purina ONE Healthy Kitten food,https://s7d2.scene7.com/is/image/PetSmart/5173329,https://www.petsmart.ca/cat/food-and-treats/dry-food/-purina-one-healthy-kitten-food-5173329.html, Purina ONE Healthy Kitten food,Purina ONE,4.7349,381,5,Food &amp; Treats|Dry Food|,,cat,,,,,
12.74,Purina ONE Hairball Formula Dry Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5173331,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-hairball-formula-dry-adult-cat-food-5173331.html,Purina ONE Hairball Formula Dry Adult Cat Food,Purina ONE,4.7891,403,5,Food &amp; Treats|Dry Food|,,cat,,,,,
12.74,Purina ONE Sensitive Systems Dry Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5210986,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-sensitive-systems-dry-adult-cat-food-5210986.html,Purina ONE Sensitive Systems Dry Adult Cat Food,Purina ONE,4.6921,328,5,Food &amp; Treats|Dry Food|,,cat,,,1.8,kg,1.8 kg
36.99,"Tiki Cat® Born Carnivore® for Kittens Food - Chicken &amp; Egg, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5298841,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-for-kittens-food---chicken-and-egg-non-gmo-5298841.html,"Tiki Cat&reg; Born Carnivore&reg; for Kittens Food - Chicken &amp; Egg, Non-GMO",Tiki Cat,4.2857,21,5,Food &amp; Treats|Dry Food|,,cat,,,2.8,Lb,2.8 Lb
29.99,"Purina Pro Plan LiveClear Adult Dry Cat Food - Prebiotics &amp; Probiotics, Chicken &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5298682,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-liveclear-adult-dry-cat-food---prebiotics-and-probiotics-chicken-and-rice-5298682.html,"Purina Pro Plan LiveClear Adult Dry Cat Food - Prebiotics &amp; Probiotics, Chicken &amp; Rice",Purina Pro Plan,4.6632,959,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
29.99,"Purina Pro Plan LiveClear Adult Dry Cat Food - Prebiotics &amp; Probiotics, Salmon &amp; Rice",https://s7d2.scene7.com/is/image/PetSmart/5298683,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-pro-plan-liveclear-adult-dry-cat-food---prebiotics-and-probiotics-salmon-and-rice-5298683.html,"Purina Pro Plan LiveClear Adult Dry Cat Food - Prebiotics &amp; Probiotics, Salmon &amp; Rice",Purina Pro Plan,4.6236,178,5,Food &amp; Treats|Dry Food|,,cat,,,3.5,Lb,3.5 Lb
62.99,"Tiki Cat® Born Carnivore® Adult Cat Food - Turkey, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5298840,https://www.petsmart.ca/cat/food-and-treats/dry-food/tiki-cat-born-carnivore-adult-cat-food---turkey-non-gmo-5298840.html,"Tiki Cat&reg; Born Carnivore&reg; Adult Cat Food - Turkey, Non-GMO",Tiki Cat,4.6667,3,5,Food &amp; Treats|Dry Food|,,cat,,,5.6,lb,5.6 lb
71.99,Dr. Elsey&#x27;s cleanprotein&amp;trade; Grain-Free Adult Cat Food - Chicken,https://s7d2.scene7.com/is/image/PetSmart/5298666,https://www.petsmart.ca/cat/food-and-treats/dry-food/dr.-elseys-cleanproteinandtrade-grain-free-adult-cat-food---chicken-5298666.html,Dr. Elsey's cleanprotein&amp;trade; Grain-Free Adult Cat Food - Chicken,Dr. Elsey's,4.0,43,5,Food &amp; Treats|Dry Food|,,cat,,,6.6,Lb,6.6 Lb
71.99,Dr. Elsey&#x27;s cleanprotein&amp;trade; Grain-Free Adult Cat Food - Salmon,https://s7d2.scene7.com/is/image/PetSmart/5298674,https://www.petsmart.ca/cat/food-and-treats/dry-food/dr.-elseys-cleanproteinandtrade-grain-free-adult-cat-food---salmon-5298674.html,Dr. Elsey's cleanprotein&amp;trade; Grain-Free Adult Cat Food - Salmon,Dr. Elsey's,4.7333,15,5,Food &amp; Treats|Dry Food|,,cat,,,6.6,Lb,6.6 Lb
44.99,Nutrience Care® Sensitive Skin &amp; Stomach Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5298363,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutrience-care-sensitive-skin-and-stomach-adult-cat-food-5298363.html,Nutrience Care&reg; Sensitive Skin &amp; Stomach Adult Cat Food,Nutrience,4.0,14,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
40.99,Nutrience Care® Hairball Control Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5298565,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutrience-care-hairball-control-adult-cat-food-5298565.html,Nutrience Care&reg; Hairball Control Adult Cat Food,Nutrience,3.0,6,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
40.99,Nutrience Care® Urinary Health Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5298520,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutrience-care-urinary-health-adult-cat-food-5298520.html,Nutrience Care&reg; Urinary Health Adult Cat Food,Nutrience,4.4848,33,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
40.99,Nutrience Care® Weight Management Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5298364,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutrience-care-weight-management-adult-cat-food-5298364.html,Nutrience Care&reg; Weight Management Adult Cat Food,Nutrience,4.0,9,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
29.99,Nutrience Care® Oral Health Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5298362,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutrience-care-oral-health-adult-cat-food-5298362.html,Nutrience Care&reg; Oral Health Adult Cat Food,Nutrience,4.1579,19,5,Food &amp; Treats|Dry Food|,,cat,,,1.5,kg,1.5 kg
12.74,Purina ONE Urinary Tract Health Adult Cat Food,https://s7d2.scene7.com/is/image/PetSmart/5299309,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-urinary-tract-health-adult-cat-food-5299309.html,Purina ONE Urinary Tract Health Adult Cat Food,Purina ONE,4.472,517,5,Food &amp; Treats|Dry Food|,,cat,,,1.8,kg,1.8 kg
26.99,Iams® ProActive Health High Protein Adult Cat Food - Chicken and Salmon,https://s7d2.scene7.com/is/image/PetSmart/5299311,https://www.petsmart.ca/cat/food-and-treats/dry-food/iams-proactive-health-high-protein-adult-cat-food---chicken-and-salmon-5299311.html,Iams&reg; ProActive Health High Protein Adult Cat Food - Chicken and Salmon,Iams,4.125,8,5,Food &amp; Treats|Dry Food|,,cat,,,2.72,kg,2.72 kg
12.74,Purina ONE Adult Cat Fodd - Salmon &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5299307,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-adult-cat-fodd---salmon-and-rice-5299307.html,Purina ONE Adult Cat Fodd - Salmon &amp; Rice,Purina ONE,4.7896,556,5,Food &amp; Treats|Dry Food|,,cat,,,1.59,kg,1.59 kg
12.74,Purina ONE Adult Cat Food - Chicken &amp; Rice,https://s7d2.scene7.com/is/image/PetSmart/5299254,https://www.petsmart.ca/cat/food-and-treats/dry-food/purina-one-adult-cat-food---chicken-and-rice-5299254.html,Purina ONE Adult Cat Food - Chicken &amp; Rice,Purina ONE,4.7595,1850,5,Food &amp; Treats|Dry Food|,,cat,,,1.59,kg,1.59 kg
29.99,"Nutro Wholesome Essentials Indoor Adult Cat Food - Chicken &amp; Brown Rice, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5299318,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutro-wholesome-essentials-indoor-adult-cat-food---chicken-and-brown-rice-non-gmo-5299318.html,"Nutro Wholesome Essentials Indoor Adult Cat Food - Chicken &amp; Brown Rice, Non-GMO",NUTRO,5.0,3,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
21.99,"Nutro Wholesome Essentials Adult Cat Food - Salmon &amp; Brown Rice, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5299315,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutro-wholesome-essentials-adult-cat-food---salmon-and-brown-rice-non-gmo-5299315.html,"Nutro Wholesome Essentials Adult Cat Food - Salmon &amp; Brown Rice, Non-GMO",NUTRO,4.4,10,5,Food &amp; Treats|Dry Food|,,cat,,,1.36,kg,1.36 kg
30.99,"Instinct® Raw Meals Freeze-Dried Adult Cat Food - Grain Free, Chicken",https://s7d2.scene7.com/is/image/PetSmart/5298943,https://www.petsmart.ca/cat/food-and-treats/dry-food/instinct-raw-meals-freeze-dried-adult-cat-food---grain-free-chicken-5298943.html,"Instinct&reg; Raw Meals Freeze-Dried Adult Cat Food - Grain Free, Chicken",Instinct,4.6207,87,5,Food &amp; Treats|Dry Food|,,cat,,,9.5,Oz,9.5 Oz
21.99,"Nutro Wholesome Essentials Kitten Food - Chicken &amp; Brown Rice, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5299319,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutro-wholesome-essentials-kitten-food---chicken-and-brown-rice-non-gmo-5299319.html,"Nutro Wholesome Essentials Kitten Food - Chicken &amp; Brown Rice, Non-GMO",NUTRO,4.8,5,5,Food &amp; Treats|Dry Food|,,cat,,,1.36,kg,1.36 kg
29.99,"Nutro Wholesome Essentials Adult Cat Food - Chicken &amp; Brown Rice, Non-GMO",https://s7d2.scene7.com/is/image/PetSmart/5299314,https://www.petsmart.ca/cat/food-and-treats/dry-food/nutro-wholesome-essentials-adult-cat-food---chicken-and-brown-rice-non-gmo-5299314.html,"Nutro Wholesome Essentials Adult Cat Food - Chicken &amp; Brown Rice, Non-GMO",NUTRO,5.0,1,5,Food &amp; Treats|Dry Food|,,cat,,,2.27,kg,2.27 kg
